variant,family,version,median_rmse,median_mape,median_r2,directional_accuracy_pct,num_segments
HP v1,HP,v1,271.82135428932565,2.35076030338212,0.25176178740371713,50.69444444444444,24
HP v2,HP,v2,239.3585492877097,2.075941313246927,0.17904885957944133,51.94444444444445,24
HP v3,HP,v3,274.59848827737505,2.451401637922903,0.13962496022019016,50.97222222222222,24
Kalman v1,Kalman,v1,201.31483376090068,1.7620523284629552,0.07346836200158732,53.333333333333336,24
Kalman v2,Kalman,v2,208.7454717149399,1.9105612194445682,0.06796033978190988,53.75,24
Kalman v3,Kalman,v3,247.02655975813647,2.242772347859521,0.11082477251546037,49.72222222222222,24
